,Class Nbr,Tot Enrl,Start Date,End Date,Mtg Start,Mtg End,Mon,Tues,Wed,Thu,Fri,Sat,Sun,Building,Location
2065,32987,9,1/23/2023,5/19/2023, 4:00:00 PM, 6:40:00 PM,,,,,F,,,SCI II,BKSFLD
2066,32988,7,1/23/2023,5/19/2023,12:30:00 PM, 2:10:00 PM,M,,,,,,,EC I,BKSFLD
2067,32989,4,1/23/2023,5/19/2023,11:00:00 AM,12:40:00 PM,,,,R,,,,EC II,BKSFLD
2068,31023,6,1/23/2023,5/19/2023, 5:30:00 PM, 8:15:00 PM,M,,,,,,,SCI II,BKSFLD
2072,31024,14,1/23/2023,5/19/2023, 7:00:00 PM, 9:45:00 PM,,T,,,,,,WSL,BKSFLD
2074,32946,36,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,,,,,,EDUC,BKSFLD
2076,32947,35,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,EDUC,BKSFLD
2077,32948,35,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,BDC,BKSFLD
2078,32949,35,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,EDUC,BKSFLD
2079,33172,36,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,,,,,,EDUC,BKSFLD
2082,33014,36,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,,,,,BDC,BKSFLD
2084,32950,36,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,,,,,EDUC,BKSFLD
2088,33040,44,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,,,,,DDH,BKSFLD
2090,33041,45,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,,,,,DDH,BKSFLD
2092,33044,12,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,,,,,DDH,BKSFLD
2093,31134,45,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
2094,31138,45,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,M,,W,,,,,DDH,BKSFLD
2095,31149,15,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,DLC,BKSFLD
2096,31153,32,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,DLC,BKSFLD
2097,31215,16,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,T,,R,,,,DDH,BKSFLD
2102,31139,28,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,DDH,BKSFLD
2104,31214,26,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,T,,R,,,,SCI III,BKSFLD
2105,31135,30,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,SCI III,BKSFLD
2107,31140,15,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,BDC,BKSFLD
2108,31160,33,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,BDC,BKSFLD
2109,31088,19,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,,T,,R,,,,DLC,BKSFLD
2114,32378,57,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,SCI III,BKSFLD
2115,32456,24,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,M,,,,,,,SCI II,BKSFLD
2116,32458,9,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,T,,,,,,SCI II,BKSFLD
2117,32459,24,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,W,,,,,SCI II,BKSFLD
2119,32461,92,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,T,,R,,,,SCI III,BKSFLD
2120,32462,24,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,M,,,,,,,SCI II,BKSFLD
2121,32463,22,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,T,,,,,,SCI II,BKSFLD
2122,32464,22,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,,W,,,,,SCI II,BKSFLD
2123,32465,24,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,,,R,,,,SCI II,BKSFLD
2124,32466,23,1/23/2023,5/19/2023, 2:30:00 PM, 3:20:00 PM,M,,W,,,,,DDH,BKSFLD
2125,32467,23,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,M,,,,,,,SCI II,BKSFLD
2128,32470,21,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,DDH,BKSFLD
2129,32471,21,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,,W,,,,,SCI II,BKSFLD
2148,32472,6,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,RNEC,BKSFLD
2149,32473,6,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,,,R,,,,SCI II,BKSFLD
2152,32476,8,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,SCI II,BKSFLD
2153,32477,8,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,T,,,,,,SCI II,BKSFLD
2154,32478,10,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
2155,32479,10,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,,R,,,,SCI II,BKSFLD
2156,32480,6,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,DDH,BKSFLD
2157,32481,6,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,,,W,,,,,SCI II,BKSFLD
2158,32482,5,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,WSL,BKSFLD
2159,32483,5,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,T,,,,,,WSL,BKSFLD
2160,32484,9,1/23/2023,5/19/2023, 5:00:00 PM, 7:30:00 PM,,T,,,,,,SCI II,BKSFLD
2161,32485,9,1/23/2023,5/19/2023, 7:30:00 PM,10:00:00 PM,,T,,,,,,SCI II,BKSFLD
2164,33071,3,1/23/2023,5/19/2023, 5:00:00 PM, 7:30:00 PM,M,,,,,,,SCI III,BKSFLD
2165,33072,3,1/23/2023,5/19/2023, 7:30:00 PM,10:00:00 PM,M,,,,,,,SCI III,BKSFLD
2169,32488,6,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,,,F,,,SCI II,BKSFLD
2170,32489,6,1/23/2023,5/19/2023,12:30:00 PM, 3:00:00 PM,,,,,F,,,SCI II,BKSFLD
2171,32490,0,1/23/2023,5/19/2023, 3:00:00 PM, 5:30:00 PM,,,,,F,,,SCI II,BKSFLD
2172,32491,0,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,,F,,,SCI II,BKSFLD
2173,32493,8,1/23/2023,5/19/2023, 5:00:00 PM, 7:30:00 PM,,,,R,,,,SCI II,BKSFLD
2174,32495,8,1/23/2023,5/19/2023, 7:30:00 PM,10:00:00 PM,,,,R,,,,SCI II,BKSFLD
2175,33092,6,1/23/2023,5/19/2023, 5:00:00 PM, 7:30:00 PM,,,W,,,,,SCI II,BKSFLD
2176,33093,6,1/23/2023,5/19/2023, 7:30:00 PM,10:00:00 PM,,,W,,,,,SCI II,BKSFLD
2177,32492,3,1/23/2023,5/19/2023, 5:00:00 PM, 6:40:00 PM,M,,,,,,,DDH,BKSFLD
2178,33444,1,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,,W,,,,,SCI II,BKSFLD
2179,33447,1,1/23/2023,5/19/2023,10:50:00 AM,11:40:00 AM,,,W,,,,,SCI II,BKSFLD
2200,32652,25,1/23/2023,5/19/2023, 3:00:00 PM, 3:50:00 PM,,T,,,,,,SCI III,BKSFLD
2201,32653,34,1/23/2023,5/19/2023, 3:00:00 PM, 3:50:00 PM,,,W,,,,,SCI III,BKSFLD
2202,33073,6,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,T,,,,,,DDH,BKSFLD
2203,33198,8,1/23/2023,5/19/2023,11:30:00 AM,12:20:00 PM,,,,,F,,,SCI III,BKSFLD
2207,31068,13,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,,W,,,,,BDC,BKSFLD
2208,31063,16,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,,W,,,,,MUS,BKSFLD
2210,33131,0,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,,W,,,,,BDC,BKSFLD
2211,31064,20,1/23/2023,5/19/2023, 9:00:00 AM,11:30:00 AM,,,,,,S,,BDC,BKSFLD
2212,31066,24,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,,,R,,,,BDC,BKSFLD
2213,31065,18,1/23/2023,5/19/2023, 5:45:00 PM, 8:15:00 PM,,T,,,,,,BDC,BKSFLD
2214,31067,13,1/23/2023,5/19/2023, 2:30:00 PM, 5:00:00 PM,,,,,F,,,BDC,BKSFLD
2215,32230,45,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,W,,,,,DDH,BKSFLD
2217,32231,45,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,MUS,BKSFLD
2218,32232,45,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,,,,,HUM,BKSFLD
2224,32235,45,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,DDH,BKSFLD
2226,32239,45,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,,,,DDH,BKSFLD
2228,32256,37,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,,,R,,,,HUM,BKSFLD
2230,32261,53,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,HUM,BKSFLD
2231,32494,41,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,,,,,,MUS,BKSFLD
2236,32263,45,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,SCI II,BKSFLD
2239,32320,21,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,MUS,BKSFLD
2241,32332,20,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,HUM,BKSFLD
2242,32338,42,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,DDH,BKSFLD
2243,32341,20,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,RNEC,BKSFLD
2244,32357,28,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,RNEC,BKSFLD
2245,32348,37,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,MUS,BKSFLD
2246,32624,3,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,MUS,BKSFLD
2247,32351,25,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,MUS,BKSFLD
2248,32370,34,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,HUM,BKSFLD
2250,32371,13,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,MUS,BKSFLD
2251,32373,25,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,HUM,BKSFLD
2253,32372,34,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,EDUC,BKSFLD
2254,32380,23,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,SCI III,BKSFLD
2255,32382,11,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,SCI III,BKSFLD
2257,32384,10,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,MUS,BKSFLD
2258,32388,18,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,MUS,BKSFLD
2260,32391,9,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,HUM,BKSFLD
2261,32389,15,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,RNEC,BKSFLD
2262,32393,20,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,W,,,,,HUM,BKSFLD
2263,32392,15,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,MUS,BKSFLD
2264,32395,16,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,SCI III,BKSFLD
2265,32397,16,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,DDH,BKSFLD
2267,33579,11,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,M,,,,,,,EDUC,BKSFLD
2268,32399,8,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,T,,,,,,HUM,BKSFLD
2274,32684,20,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,MUS,BKSFLD
2277,32645,47,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,BDC,BKSFLD
2278,32387,12,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,DLC,BKSFLD
2282,32132,13,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,DDH,BKSFLD
2283,32135,12,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,T,,R,,,,DDH,BKSFLD
2284,32138,6,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,DDH,BKSFLD
2285,32139,6,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,T,,R,,,,DDH,BKSFLD
2286,31407,30,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,W,,,,,DDH,BKSFLD
2287,31409,27,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,M,,W,,,,,EDUC,BKSFLD
2288,31410,41,1/23/2023,5/19/2023,11:30:00 AM,12:20:00 PM,,T,,R,,,,EDUC,BKSFLD
2291,31411,24,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,,T,,,,,,EDUC,BKSFLD
2292,31412,24,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,T,,,,,,EDUC,BKSFLD
2293,31413,23,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,,,,R,,,,EDUC,BKSFLD
2294,31414,30,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,,,,PE,BKSFLD
2297,31415,30,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,W,,,,,SRC,BKSFLD
2298,31416,29,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,SRC,BKSFLD
2299,31417,30,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,SRC,BKSFLD
2303,31418,29,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,,,,SRC,BKSFLD
2305,31419,24,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,W,,,,,SRC,BKSFLD
2307,31420,29,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,T,,R,,,,SRC,BKSFLD
2308,31421,16,1/23/2023,3/1/2023,12:00:00 PM,12:50:00 PM,,T,,R,,,,SRC,BKSFLD
2309,31421,16,3/3/2023,5/19/2023,12:00:00 PM,12:50:00 PM,,T,,R,,,,SRC,BKSFLD
2310,32531,29,1/23/2023,3/1/2023, 2:30:00 PM, 3:20:00 PM,,T,,R,,,,SRC,BKSFLD
2311,32531,29,3/3/2023,5/19/2023, 2:30:00 PM, 3:20:00 PM,,T,,R,,,,SRC,BKSFLD
2312,31422,29,1/23/2023,5/19/2023, 8:30:00 AM, 9:20:00 AM,,T,,R,,,,SRC,BKSFLD
2314,31423,20,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,SRC,BKSFLD
2315,31424,24,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,T,,R,,,,PE,BKSFLD
2317,31425,39,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,EDUC,BKSFLD
2320,31428,25,1/23/2023,5/19/2023, 2:30:00 PM, 4:10:00 PM,,T,,,,,,EDUC,BKSFLD
2321,31429,25,1/23/2023,5/19/2023, 2:30:00 PM, 4:10:00 PM,,,,R,,,,EDUC,BKSFLD
2326,31463,23,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,T,,R,,,,MUS,BKSFLD
2327,31464,23,1/23/2023,5/19/2023,11:30:00 AM, 1:10:00 PM,,T,,,,,,PE,BKSFLD
2329,31466,17,1/23/2023,5/19/2023, 5:55:00 PM, 6:45:00 PM,M,,W,,,,,DLC,BKSFLD
2330,31467,17,1/23/2023,5/19/2023, 4:00:00 PM, 5:40:00 PM,M,,,,,,,PE,BKSFLD
2332,31430,40,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,W,,,,,DDH,BKSFLD
2333,31431,21,1/23/2023,5/19/2023, 1:00:00 PM, 2:20:00 PM,M,,,,,,,EDUC,BKSFLD
2334,31431,21,1/23/2023,5/19/2023, 2:20:00 PM, 3:30:00 PM,M,,,,,,,PE,BKSFLD
2335,31432,19,1/23/2023,5/19/2023, 1:00:00 PM, 2:20:00 PM,,,W,,,,,EDUC,BKSFLD
2336,31432,19,1/23/2023,5/19/2023, 2:20:00 PM, 3:30:00 PM,,,W,,,,,PE,BKSFLD
2337,31433,19,1/23/2023,5/19/2023, 5:30:00 PM, 6:20:00 PM,,T,,R,,,,DDH,BKSFLD
2338,31434,19,1/23/2023,5/19/2023, 2:30:00 PM, 3:50:00 PM,,T,,,,,,EDUC,BKSFLD
2339,31434,19,1/23/2023,5/19/2023, 3:50:00 PM, 5:00:00 PM,,T,,,,,,PE,BKSFLD
2341,31436,17,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,W,,,,,EDUC,BKSFLD
2342,31437,30,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,EDUC,BKSFLD
2343,31469,25,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,EDUC,BKSFLD
2344,31470,14,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,M,,,,,,,SCI I,BKSFLD
2345,31471,11,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,W,,,,,SCI I,BKSFLD
2346,31472,30,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,EDUC,BKSFLD
2347,31473,21,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,T,,,,,,SCI I,BKSFLD
2348,31474,9,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,SCI I,BKSFLD
2351,31475,41,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,DDH,BKSFLD
2352,31476,19,1/23/2023,5/19/2023,12:00:00 PM, 2:30:00 PM,M,,,,,,,EDUC,BKSFLD
2354,31477,22,1/23/2023,5/19/2023,12:00:00 PM, 2:30:00 PM,,,W,,,,,EDUC,BKSFLD
2356,31478,33,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,R,,,,DDH,BKSFLD
2357,31479,17,1/23/2023,5/19/2023, 7:20:00 AM, 9:50:00 AM,,T,,,,,,EDUC,BKSFLD
2359,31480,16,1/23/2023,5/19/2023, 7:20:00 AM, 9:50:00 AM,,,,R,,,,EDUC,BKSFLD
2361,31481,33,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,W,,,,,EDUC,BKSFLD
2362,31482,18,1/23/2023,5/19/2023, 8:00:00 AM, 9:40:00 AM,,,,,F,,,EDUC,BKSFLD
2363,31483,18,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,,,,,F,,,EDUC,BKSFLD
2364,31484,19,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,M,,W,,,,,EDUC,BKSFLD
2365,31485,10,1/23/2023,5/19/2023, 2:30:00 PM, 4:10:00 PM,M,,,,,,,EDUC,BKSFLD
2366,31486,6,1/23/2023,5/19/2023, 2:30:00 PM, 4:10:00 PM,,,W,,,,,EDUC,BKSFLD
2367,31438,20,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
2368,31439,28,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,DDH,BKSFLD
2369,31493,11,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,EDUC,BKSFLD
2370,31494,11,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,,,,,F,,,SRC,BKSFLD
2376,31487,35,1/23/2023,5/19/2023, 8:30:00 AM, 9:20:00 AM,,T,,R,,,,DDH,BKSFLD
2377,31488,35,1/23/2023,5/19/2023, 9:30:00 AM,11:10:00 AM,,,,R,,,,PE,BKSFLD
2378,31489,29,1/23/2023,5/19/2023, 5:30:00 PM, 7:10:00 PM,M,,,,,,,SCI III,BKSFLD
2379,31490,29,1/23/2023,5/19/2023, 7:20:00 PM, 9:00:00 PM,M,,,,,,,PE,BKSFLD
2380,31491,30,1/23/2023,5/19/2023, 5:30:00 PM, 7:10:00 PM,,,W,,,,,SCI III,BKSFLD
2381,31492,30,1/23/2023,5/19/2023, 7:20:00 PM, 9:00:00 PM,,,W,,,,,PE,BKSFLD
2384,31495,13,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,W,,,,,EDUC,BKSFLD
2385,31496,13,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,M,,,,,,,SRC,BKSFLD
2389,31451,20,1/23/2023,5/19/2023, 7:35:00 AM, 8:50:00 AM,M,,W,,,,,DDH,BKSFLD
2390,31452,10,1/23/2023,5/19/2023, 9:00:00 AM,11:30:00 AM,M,,,,,,,SCI I,BKSFLD
2391,31453,10,1/23/2023,5/19/2023, 9:00:00 AM,11:30:00 AM,,,W,,,,,SCI I,BKSFLD
2392,31454,26,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,EDUC,BKSFLD
2393,31455,9,1/23/2023,5/19/2023, 2:30:00 PM, 5:00:00 PM,,T,,,,,,SCI I,BKSFLD
2394,31456,17,1/23/2023,5/19/2023, 2:30:00 PM, 5:00:00 PM,,,,R,,,,SCI I,BKSFLD
2395,31457,10,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,EDUC,BKSFLD
2396,31458,10,1/23/2023,5/19/2023,11:30:00 AM, 2:00:00 PM,,T,,,,,,EDUC,BKSFLD
2398,31460,12,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,MUS,BKSFLD
2399,31461,12,1/23/2023,5/19/2023, 9:00:00 AM,11:30:00 AM,M,,,,,,,EDUC,BKSFLD
2402,31498,31,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,W,,F,,,EDUC,BKSFLD
2403,31499,43,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,T,,R,,,,SCI II,BKSFLD
2404,31500,23,1/23/2023,5/19/2023, 7:50:00 AM, 9:30:00 AM,,T,,,,,,PE,BKSFLD
2405,31529,20,1/23/2023,5/19/2023, 7:50:00 AM, 9:30:00 AM,,,,R,,,,PE,BKSFLD
2406,31447,26,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,T,,R,,,,MUS,BKSFLD
2407,31448,17,1/23/2023,5/19/2023, 2:10:00 PM, 3:50:00 PM,,T,,,,,,PE,BKSFLD
2408,31449,9,1/23/2023,5/19/2023, 2:10:00 PM, 3:50:00 PM,,,,R,,,,PE,BKSFLD
2410,31441,28,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,,T,,,,,,EDUC,BKSFLD
2412,31443,14,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,,,,,F,,,EDUC,BKSFLD
2414,31445,11,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,,,,,F,,,EDUC,BKSFLD
2429,32097,29,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,,W,,,,,DDH,BKSFLD
2435,32103,30,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,M,,,,,,,DDH,BKSFLD
2448,33068,5,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,,T,,,,,,SCI III,BKSFLD
2449,33069,2,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,,T,,,,,,SCI III,BKSFLD
2450,32848,11,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,,,,,,SCI III,BKSFLD
2451,32926,16,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,,,,,F,,,SCI III,BKSFLD
2452,32927,7,1/23/2023,5/19/2023,10:50:00 AM,11:40:00 AM,,,,,F,,,SCI III,BKSFLD
2456,32682,30,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,,,,,SCI III,BKSFLD
2457,32682,30,1/23/2023,5/19/2023,11:35:00 AM,12:50:00 PM,,,,R,,,,SCI III,BKSFLD
2458,32683,30,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,,,,,,SCI III,BKSFLD
2459,32832,16,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,,,,,F,,,SCI III,BKSFLD
2460,32832,16,1/23/2023,5/19/2023, 8:00:00 AM, 9:40:00 AM,,,W,,,,,SCI III,BKSFLD
2461,32833,16,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,,,,,,SCI III,BKSFLD
2468,32891,15,1/23/2023,5/19/2023, 4:00:00 PM, 4:50:00 PM,,,W,,,,,SCI III,BKSFLD
2469,32891,15,1/23/2023,5/19/2023, 4:00:00 PM, 5:40:00 PM,M,,,,,,,SCI III,BKSFLD
2470,32892,15,1/23/2023,5/19/2023, 4:50:00 PM, 5:40:00 PM,,,W,,,,,SCI III,BKSFLD
2494,32685,26,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,,,W,,,,,SCI III,BKSFLD
2495,32685,26,1/23/2023,5/19/2023, 8:00:00 AM, 9:40:00 AM,,,,,F,,,SCI III,BKSFLD
2496,32686,26,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,,,,,,SCI III,BKSFLD
2497,32687,30,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,SCI III,BKSFLD
2498,32688,30,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,,,,,,SCI III,BKSFLD
2499,32690,30,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,SCI III,BKSFLD
2500,32691,30,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,M,,,,,,,SCI III,BKSFLD
2501,32692,31,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,SCI III,BKSFLD
